District,Chart,Instrument,Var_name,Variable,Section,Link_to_District,Type,Matrix_prompt,Item_text,Value,ResponseCategory,SubPopVar,SubPopVal,UnweightedCnt,Item_N,Flag_Row,Flag_Item,WeightedCntEstimate,WeightedCntSTDError,WeightedCntCILowerBound,WeightedCntCIUpperBound,WeightedPctEstimate,WeightedPctSTDError,WeightedPctCILowerBound,WeightedPctCIUpperBound,WeightedMean,WeightedMeanSE,WeightedMeanCILowerBound,WeightedMeanCIUpperBound,WeightedMedian
Boston,D1,Principal,D1d,D_Page_D1_d_D1,SOCIAL and EMOTIONAL LEARNING,D1d,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to students' SEL support plans.",4,Agree Strongly,District Name,Boston,4,22,N,N,10.83,4.23,2.38,19.28,18.18,6.72,8.47,34.79,,,,,
Boston,D1,Principal,D1d,D_Page_D1_d_D1,SOCIAL and EMOTIONAL LEARNING,D1d,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to students' SEL support plans.",(missing),missing,District Name,Boston,12,22,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D1,Principal,D1d,D_Page_D1_d_D1,SOCIAL and EMOTIONAL LEARNING,D1d,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to students' SEL support plans.",-1,Don't Know,District Name,Boston,4,22,N,N,,,,,,,,,,,,,
Boston,D1,Principal,D1d,D_Page_D1_d_D1,SOCIAL and EMOTIONAL LEARNING,D1d,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to students' SEL support plans.",,,District Name,Boston,,22,N,N,,,,,,,,,2.55,0.17,2.2,2.89,3
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",0,Not Applicable,District Name,Boston,1,22,N,N,2.71,2.15,0,7,4.55,3.64,1.03,17.95,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",1,Disagree Strongly,District Name,Boston,2,22,N,N,5.41,3.09,0,11.6,9.09,4.99,3.09,23.89,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",2,Disagree Somewhat,District Name,Boston,7,22,N,N,18.95,5.8,7.34,30.56,31.82,8.04,18.42,49.09,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",3,Agree Somewhat,District Name,Boston,9,22,N,N,24.36,6.22,11.93,36.8,40.91,9.07,24.94,59.06,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",4,Agree Strongly,District Name,Boston,3,22,N,N,8.12,3.71,0.7,15.54,13.64,5.92,5.66,29.35,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",(missing),missing,District Name,Boston,12,22,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",-1,Don't Know,District Name,Boston,4,22,N,N,,,,,,,,,,,,,
Boston,D1,Principal,D1e,D_Page_D1_e_D1,SOCIAL and EMOTIONAL LEARNING,D1e,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","In addition to addressing students' academic needs, my school's student support team uses data to monitor students' SEL support plans.",,,District Name,Boston,,22,N,N,,,,,,,,,2.5,0.17,2.17,2.83,3
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",0,Not Applicable,District Name,Boston,0,25,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",1,Disagree Strongly,District Name,Boston,1,25,N,N,2.71,2.16,0,7.03,4,3.2,0.91,15.94,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",2,Disagree Somewhat,District Name,Boston,2,25,N,N,5.41,3.06,0,11.53,8,4.51,2.65,21.72,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",3,Agree Somewhat,District Name,Boston,9,25,N,N,24.36,6.16,12.05,36.68,36,7.59,22.74,51.8,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",4,Agree Strongly,District Name,Boston,13,25,N,N,35.19,7.09,21,49.38,52,8.27,36.09,67.51,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",(missing),missing,District Name,Boston,12,25,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",-1,Don't Know,District Name,Boston,1,25,N,N,,,,,,,,,,,,,
Boston,D1,Principal,D1f,D_Page_D1_f_D1,SOCIAL and EMOTIONAL LEARNING,D1f,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","Teachers consult/work with other personnel (e.g., psychologists, counselors) in my school/district and/or community to provide SEL supports for all students.",,,District Name,Boston,,25,N,N,,,,,,,,,3.36,0.13,3.09,3.63,4
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",0,Not Applicable,District Name,Boston,0,25,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",1,Disagree Strongly,District Name,Boston,1,25,N,N,2.71,2.16,0,7.03,4,3.2,0.91,15.94,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",2,Disagree Somewhat,District Name,Boston,6,25,N,N,16.24,5.14,5.96,26.53,24,6.91,13.08,39.85,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",3,Agree Somewhat,District Name,Boston,12,25,N,N,32.48,6.56,19.36,45.61,48,8.22,32.58,63.81,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",4,Agree Strongly,District Name,Boston,6,25,N,N,16.24,5.31,5.63,26.86,24,6.86,13.14,39.73,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",(missing),missing,District Name,Boston,12,25,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",-1,Don't Know,District Name,Boston,1,25,N,N,,,,,,,,,,,,,
Boston,D1,Principal,D1g,D_Page_D1_g_D1,SOCIAL and EMOTIONAL LEARNING,D1g,Ordinal,"Please rate your agreement with the following statements about social and emotional learning (SEL) in your school. If you do not have the resource available in your district/school, please use 'Not Applicable' to respond.","My school has explicit systems in place to engage and collaborate with families to develop students' SEL competencies (e.g., self-awareness and management, social awareness and relationship skills, and responsible decision-making).",,,District Name,Boston,,25,N,N,,,,,,,,,2.92,0.13,2.67,3.17,3
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",1,Disagree Strongly,District Name,Boston,3,18,N,N,8.12,3.8,0.52,15.73,16.67,7.37,6.75,35.6,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",2,Disagree Somewhat,District Name,Boston,3,18,N,N,8.12,3.73,0.67,15.58,16.67,7.72,6.47,36.62,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",3,Agree Somewhat,District Name,Boston,9,18,N,N,24.36,6.27,11.82,36.91,50,9.84,31.69,68.31,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",4,Agree Strongly,District Name,Boston,3,18,N,N,8.12,3.71,0.7,15.54,16.67,7.05,7.01,34.67,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",(missing),missing,District Name,Boston,12,18,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",-1,Don't Know,District Name,Boston,8,18,N,N,,,,,,,,,,,,,
Boston,D2,Principal,D2a,D_Page_D2_a_D2,SOCIAL and EMOTIONAL LEARNING,D2a,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,"provides'resources (e.g., guidance, professional development) that helps schools improve students' social and emotional learning.",,,District Name,Boston,,18,N,N,,,,,,,,,2.67,0.16,2.34,2.99,3
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,1,Disagree Strongly,District Name,Boston,3,18,N,N,8.12,3.8,0.52,15.73,16.67,7.37,6.74,35.62,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,2,Disagree Somewhat,District Name,Boston,2,18,N,N,5.41,3.06,0,11.53,11.11,6.47,3.52,29.97,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,3,Agree Somewhat,District Name,Boston,10,18,N,N,27.07,6.58,13.91,40.23,55.56,9.7,36.74,72.9,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,4,Agree Strongly,District Name,Boston,3,18,N,N,8.12,3.71,0.7,15.54,16.67,7.06,7,34.69,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,(missing),missing,District Name,Boston,12,18,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,-1,Don't Know,District Name,Boston,8,18,N,N,,,,,,,,,,,,,
Boston,D2,Principal,D2b,D_Page_D2_b_D2,SOCIAL and EMOTIONAL LEARNING,D2b,Ordinal,To what extent do you agree with each of the following statements regarding ESE's performance during the 2016-2017 school year relative to SEL policies and programs?,communicates about the importance of developing students' SEL competencies in order to help prepare students'for success after high school.,,,District Name,Boston,,18,N,N,,,,,,,,,2.72,0.16,2.4,3.04,3
Boston,D3,Principal,D3a,D_D3_Page_D3_a_D302,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Battelle Developmental Inventory (BDI),0,No,District Name,Boston,14,26,N,N,37.9,7.53,22.83,52.97,53.85,8.87,36.69,70.14,,,,,
Boston,D3,Principal,D3a,D_D3_Page_D3_a_D302,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Battelle Developmental Inventory (BDI),1,Yes,District Name,Boston,12,26,N,N,32.48,7.62,17.25,47.72,46.15,8.87,29.86,63.31,,,,,
Boston,D3,Principal,D3a,D_D3_Page_D3_a_D302,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Battelle Developmental Inventory (BDI),(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D3,Principal,D3a,D_D3_Page_D3_a_D302,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Battelle Developmental Inventory (BDI),,,District Name,Boston,,26,N,N,,,,,,,,,0.46,0.09,0.28,0.64,0
Boston,D3,Principal,D3b,D_D3_Page_D3_a_D303,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Behavioral and Emotional Rating Scale (BERS),0,No,District Name,Boston,22,26,N,N,59.56,8.68,42.18,76.93,84.62,5.9,69.57,92.97,,,,,
Boston,D3,Principal,D3b,D_D3_Page_D3_a_D303,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Behavioral and Emotional Rating Scale (BERS),1,Yes,District Name,Boston,4,26,N,N,10.83,4.3,2.23,19.43,15.38,5.9,7.03,30.43,,,,,
Boston,D3,Principal,D3b,D_D3_Page_D3_a_D303,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Behavioral and Emotional Rating Scale (BERS),(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D3,Principal,D3b,D_D3_Page_D3_a_D303,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Behavioral and Emotional Rating Scale (BERS),,,District Name,Boston,,26,N,N,,,,,,,,,0.15,0.06,0.04,0.27,0
Boston,D3,Principal,D3f,D_D3_Page_D3_a_D307,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,School Social Behaviors Scale,0,No,District Name,Boston,19,26,N,N,51.43,8.16,35.12,67.75,73.08,7.5,56.29,85.12,,,,,
Boston,D3,Principal,D3f,D_D3_Page_D3_a_D307,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,School Social Behaviors Scale,1,Yes,District Name,Boston,7,26,N,N,18.95,5.85,7.24,30.66,26.92,7.5,14.88,43.71,,,,,
Boston,D3,Principal,D3f,D_D3_Page_D3_a_D307,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,School Social Behaviors Scale,(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D3,Principal,D3f,D_D3_Page_D3_a_D307,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,School Social Behaviors Scale,,,District Name,Boston,,26,N,N,,,,,,,,,0.27,0.08,0.12,0.42,0
Boston,D3,Principal,D3g,D_D3_Page_D3_a_D308,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social Skills Improvement System Rating Scales (SSIS),0,No,District Name,Boston,24,26,N,N,64.97,8.32,48.33,81.61,92.31,4.33,79.1,97.44,,,,,
Boston,D3,Principal,D3g,D_D3_Page_D3_a_D308,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social Skills Improvement System Rating Scales (SSIS),1,Yes,District Name,Boston,2,26,N,N,5.41,3.09,0,11.6,7.69,4.33,2.56,20.9,,,,,
Boston,D3,Principal,D3g,D_D3_Page_D3_a_D308,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social Skills Improvement System Rating Scales (SSIS),(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D3,Principal,D3g,D_D3_Page_D3_a_D308,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social Skills Improvement System Rating Scales (SSIS),,,District Name,Boston,,26,N,N,,,,,,,,,0.08,0.04,-0.01,0.16,0
Boston,D3,Principal,D3h,D_D3_Page_D3_a_D309,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social-Emotional Assets and Resilience Scales (SEARS),0,No,District Name,Boston,23,26,N,N,62.26,8.47,45.32,79.2,88.46,5.34,73.75,95.44,,,,,
Boston,D3,Principal,D3h,D_D3_Page_D3_a_D309,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social-Emotional Assets and Resilience Scales (SEARS),1,Yes,District Name,Boston,3,26,N,N,8.12,3.86,0.41,15.83,11.54,5.34,4.56,26.25,,,,,
Boston,D3,Principal,D3h,D_D3_Page_D3_a_D309,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social-Emotional Assets and Resilience Scales (SEARS),(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
Boston,D3,Principal,D3h,D_D3_Page_D3_a_D309,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Social-Emotional Assets and Resilience Scales (SEARS),,,District Name,Boston,,26,N,N,,,,,,,,,0.12,0.05,0.01,0.22,0
Boston,D3,Principal,D3j,D_D3_Page_D3_a_D311,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Survey of Academic and Youth Outcomes (SAYO),0,No,District Name,Boston,23,26,N,N,62.26,8.12,46.02,78.51,88.46,4.92,75.13,95.11,,,,,
Boston,D3,Principal,D3j,D_D3_Page_D3_a_D311,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Survey of Academic and Youth Outcomes (SAYO),1,Yes,District Name,Boston,3,26,N,N,8.12,3.67,0.78,15.46,11.54,4.92,4.89,24.87,,,,,
Boston,D3,Principal,D3j,D_D3_Page_D3_a_D311,SOCIAL and EMOTIONAL LEARNING,N/A,Yes/No,Have you used or do you plan to use any of the following instruments to measure students' social and emotional competencies during the 2016-2017 school year? Please use 'Other' to specify/add all other instrument(s) you use in your school.,Survey of Academic and Youth Outcomes (SAYO),(missing),missing,District Name,Boston,12,26,N,N,32.48,6.87,18.74,46.23,,,,,,,,,
