state	program_code	provider	provider_type	total	male	female	white	minority	male_percent	female_percent	white_percent	minority_percent
Mississippi	1480	Mississippi State University	Alternative, IHE-based	94	35	59	69	25	0.372340426	0.627659574	0.734042553	0.265957447
Mississippi	1482	Mississippi Valley State University	Traditional	101	25	76	4	97	0.247524752	0.752475248	0.03960396	0.96039604
Mississippi	1482	Mississippi Valley State University	Alternative, IHE-based	34	10	24	1	33	0.294117647	0.705882353	0.029411765	0.970588235
Mississippi	1481	Missississippi  University for Women	Traditional	51	7	44	45	6	0.137254902	0.862745098	0.882352941	0.117647059
Mississippi	1481	Missississippi  University for Women	Alternative, IHE-based	1	1	0	1	0	1	0	1	0
Mississippi	1669	Rust College	Traditional	5	1	4	1	4	0.2	0.8	0.2	0.8
Mississippi	6686	Teach For America - Mississippi	Alternative, not IHE-based	158	49	109	76	66	0.310126582	0.689873418	0.535211268	0.464788732
Mississippi	1806	Teach Mississippi Institute online	Alternative, IHE-based	89	19	70	36	52	0.213483146	0.786516854	0.409090909	0.590909091
Mississippi	1479	The University of Southern Mississippi	Traditional	802	139	663	692	110	0.173316708	0.826683292	0.862842893	0.137157107
Mississippi	1479	The University of Southern Mississippi	Alternative, IHE-based	35	13	22	30	6	0.371428571	0.628571429	0.833333333	0.166666667
Mississippi	1807	Tougaloo College	Traditional	9	0	3	0	9	0	1	0	1
Mississippi	1840	University of Mississippi	Traditional	261	58	203	242	19	0.222222222	0.777777778	0.927203065	0.072796935
Mississippi	1840	University of Mississippi	Alternative, IHE-based	66	31	35	53	13	0.46969697	0.53030303	0.803030303	0.196969697
Mississippi	1907	William Carey University	Traditional	198	29	169	150	48	0.146464646	0.853535354	0.757575758	0.242424242
Mississippi	1907	William Carey University	Alternative, IHE-based	202	87	115	125	77	0.430693069	0.569306931	0.618811881	0.381188119
Missouri	999901	ABCTE	Alternative, not IHE-based	495	0	0	0	0
Missouri	511932	Avila University	Traditional	61	15	46	54	7	0.245901639	0.754098361	0.885245902	0.114754098
Missouri	038829	Baptist Bible College	Traditional	13	1	12	13	0	0.076923077	0.923076923	1	0
Missouri	703619	Calvary Bible College	Traditional	3	1	2	3	0	0.333333333	0.666666667	1	0
Missouri	630984	Central Methodist University	Traditional	169	52	117	160	5	0.307692308	0.692307692	0.96969697	0.03030303
Missouri	004235	College of the Ozarks	Traditional	54	10	44	53	1	0.185185185	0.814814815	0.981481481	0.018518519
Missouri	515712	Columbia College	Traditional	140	34	106	124	14	0.242857143	0.757142857	0.898550725	0.101449275
Missouri	515712	Columbia College	Alternative, IHE-based	0	0	0	0	0
Missouri	018750	Culver-Stockton College	Traditional	24	4	20	23	1	0.166666667	0.833333333	0.958333333	0.041666667
Missouri	603541	Drury University	Traditional	94	16	78	88	10	0.170212766	0.829787234	0.897959184	0.102040816
Missouri	603541	Drury University	Alternative, IHE-based	39	4	35	36	3	0.102564103	0.897435897	0.923076923	0.076923077
Missouri	041617	Evangel University	Traditional	238	70	168	207	31	0.294117647	0.705882353	0.869747899	0.130252101
Missouri	038603	Fontbonne University	Traditional	286	47	239	227	56	0.164335664	0.835664336	0.802120141	0.197879859
Missouri	041544	Hannibal-LaGrange University	Traditional	93	22	71	89	4	0.23655914	0.76344086	0.956989247	0.043010753
Missouri	300194	Harris-Stowe State University	Traditional	29	7	22	3	26	0.24137931	0.75862069	0.103448276	0.896551724
Missouri	300138	Kansas City Art Institution	Traditional	5	0	5	5	0	0	1	1	0
Missouri	117117	Lincoln University	Traditional	77	15	62	74	3	0.194805195	0.805194805	0.961038961	0.038961039
Missouri	018759	Lindenwood University	Traditional	352	93	259	293	43	0.264204545	0.735795455	0.87202381	0.12797619
Missouri	041639	Maryville University	Traditional	46	4	42	44	2	0.086956522	0.913043478	0.956521739	0.043478261
Missouri	041538	Missouri Baptist University	Traditional	170	36	134	157	13	0.211764706	0.788235294	0.923529412	0.076470588
Missouri	143143	Missouri Southern State University	Traditional	119	31	88	109	10	0.260504202	0.739495798	0.915966387	0.084033613
Missouri	119119	Missouri State University	Traditional	1556	515	1051	1407	131	0.328863346	0.671136654	0.914824447	0.085175553
Missouri	119119	Missouri State University	Alternative, IHE-based	180	47	133	162	15	0.261111111	0.738888889	0.915254237	0.084745763
Missouri	116119	Missouri University of Science and Technology	Traditional	20	8	12	20	2	0.4	0.6	0.909090909	0.090909091
Missouri	514772	Missouri Valley College	Traditional	8	4	4	7	1	0.5	0.5	0.875	0.125
Missouri	160160	Missouri Western State University	Traditional	222	37	185	202	10	0.166666667	0.833333333	0.952830189	0.047169811
Missouri	160160	Missouri Western State University	Alternative, IHE-based	2	1	1	1	1	0.5	0.5	0.5	0.5
Missouri	118118	Northwest Missouri State University	Traditional	291	58	233	272	19	0.199312715	0.800687285	0.934707904	0.065292096
Missouri	118118	Northwest Missouri State University	Alternative, IHE-based	7	2	5	7	0	0.285714286	0.714285714	1	0
Missouri	511931	Park University	Traditional	69	12	57	65	4	0.173913043	0.826086957	0.942028986	0.057971014
Missouri	511931	Park University	Alternative, IHE-based	0	0	0	0	0
Missouri	501839	Rockhurst University	Traditional	159	43	116	128	27	0.270440252	0.729559748	0.825806452	0.174193548
Missouri	501839	Rockhurst University	Alternative, IHE-based	0	0	0	0	0
Missouri	300310	Saint Louis University	Traditional	57	7	50	50	11	0.122807018	0.877192982	0.819672131	0.180327869
Missouri	300310	Saint Louis University	Alternative, IHE-based	19	1	18	18	4	0.052631579	0.947368421	0.818181818	0.181818182
Missouri	120120	Southeast Missouri State University	Traditional	457	100	357	419	30	0.218818381	0.781181619	0.933184855	0.066815145
Missouri	120120	Southeast Missouri State University	Alternative, IHE-based	8	3	5	7	1	0.375	0.625	0.875	0.125
Missouri	635440	Southwest Baptist University	Traditional	73	23	50	68	5	0.315068493	0.684931507	0.931506849	0.068493151
Missouri	005177	Stephens College	Traditional	11	0	11	10	1	0	1	0.909090909	0.090909091
Missouri	999902	Temporary Authorization	Alternative, not IHE-based	126	61	65	98	28	0.484126984	0.515873016	0.777777778	0.222222222
Missouri	122122	Truman State University	Traditional	157	40	117	149	8	0.25477707	0.74522293	0.949044586	0.050955414
Missouri	121121	University of Central Missouri	Traditional	436	137	299	403	37	0.314220183	0.685779817	0.915909091	0.084090909
Missouri	121121	University of Central Missouri	Alternative, IHE-based	74	29	45	68	7	0.391891892	0.608108108	0.906666667	0.093333333
Missouri	116116	University of Missouri - Columbia	Traditional	333	68	265	309	22	0.204204204	0.795795796	0.933534743	0.066465257
Missouri	116116	University of Missouri - Columbia	Alternative, IHE-based	1	1	0	1	0	1	0	1	0
Missouri	116117	University of Missouri - Kansas City	Traditional	152	26	126	113	29	0.171052632	0.828947368	0.795774648	0.204225352
Missouri	116118	University of Missouri - St. Louis	Traditional	552	136	416	421	96	0.246376812	0.753623188	0.814313346	0.185686654
Missouri	116118	University of Missouri - St. Louis	Alternative, IHE-based	126	32	94	70	41	0.253968254	0.746031746	0.630630631	0.369369369
Missouri	703620	University of Phoenix - MO	Traditional	64	10	54	24	12	0.15625	0.84375	0.666666667	0.333333333
Missouri	300342	Washington University	Traditional	26	4	22	22	4	0.153846154	0.846153846	0.846153846	0.153846154
Missouri	300335	Webster University	Traditional	250	61	189	165	28	0.244	0.756	0.85492228	0.14507772
Missouri	350714	Western Governors University	Traditional	121	15	106	109	11	0.123966942	0.876033058	0.908333333	0.091666667
Missouri	049495	Westminster College	Traditional	41	11	30	40	5	0.268292683	0.731707317	0.888888889	0.111111111
Missouri	062273	William Jewell College	Traditional	32	6	26	29	3	0.1875	0.8125	0.90625	0.09375
Missouri	511106	William Woods University	Traditional	102	25	77	87	6	0.245098039	0.754901961	0.935483871	0.064516129
Montana	4	Carroll College	Traditional	17	2	15	17	1	0.117647059	0.882352941	0.944444444	0.055555556
Montana	8	Montana State University-Billings	Traditional	739	164	575	637	91	0.221921516	0.778078484	0.875	0.125
Montana	7	Montana State University-Bozeman	Traditional	317	70	247	289	27	0.220820189	0.779179811	0.914556962	0.085443038
Montana	7	Montana State University-Bozeman	Alternative, IHE-based	131	57	74	119	24	0.435114504	0.564885496	0.832167832	0.167832168
Montana	6	Montana State University-Northern	Traditional	52	10	42	43	9	0.192307692	0.807692308	0.826923077	0.173076923
Montana	9	Rocky Mountain College	Traditional	75	25	50	70	2	0.333333333	0.666666667	0.972222222	0.027777778
Montana	3	Salish Kootenai College	Traditional	37	9	28	9	28	0.243243243	0.756756757	0.243243243	0.756756757
Montana	5	University of Great Falls	Traditional	44	9	35	37	7	0.204545455	0.795454545	0.840909091	0.159090909
Montana	1	University of Montana	Traditional	363	111	252	300	36	0.305785124	0.694214876	0.892857143	0.107142857
Montana	2	University of Montana-Western	Traditional	451	166	285	421	30	0.368070953	0.631929047	0.933481153	0.066518847
Nebraska	6466	Chadron State College	Traditional	149	32	117	136	13	0.214765101	0.785234899	0.912751678	0.087248322
Nebraska	6106	College of St. Mary	Traditional	93	9	84	52	12	0.096774194	0.903225806	0.8125	0.1875
Nebraska	6116	Concordia University	Traditional	159	42	117	133	16	0.264150943	0.735849057	0.89261745	0.10738255
Nebraska	6121	Creighton University	Traditional	42	9	33	36	6	0.214285714	0.785714286	0.857142857	0.142857143
Nebraska	6165	Doane College	Traditional	66	20	46	62	6	0.303030303	0.696969697	0.911764706	0.088235294
Nebraska	6248	Grace University	Traditional	62	20	42	54	8	0.322580645	0.677419355	0.870967742	0.129032258
Nebraska	6270	Hastings College	Traditional	91	28	63	84	6	0.307692308	0.692307692	0.933333333	0.066666667
Nebraska	6406	Midland University	Traditional	73	20	53	64	9	0.273972603	0.726027397	0.876712329	0.123287671
Nebraska	6470	Nebraska Wesleyan University	Traditional	68	18	50	60	8	0.264705882	0.735294118	0.882352941	0.117647059
Nebraska	6468	Peru State College	Traditional	167	52	115	160	5	0.311377246	0.688622754	0.96969697	0.03030303
Nebraska	6865	Union College	Traditional	79	24	55	55	24	0.303797468	0.696202532	0.696202532	0.303797468
Nebraska	6467	University of Nebraska - Kearney	Traditional	606	134	472	531	56	0.221122112	0.778877888	0.904599659	0.095400341
Nebraska	6467	University of Nebraska - Kearney	Alternative, IHE-based	21	8	13	19	2	0.380952381	0.619047619	0.904761905	0.095238095
Nebraska	6877	University of Nebraska - Lincoln	Traditional	640	144	496	597	65	0.225	0.775	0.901812689	0.098187311
Nebraska	6420	University of Nebraska - Omaha	Traditional	560	127	433	483	74	0.226785714	0.773214286	0.867145422	0.132854578
Nebraska	6469	Wayne State College	Traditional	338	96	242	322	16	0.284023669	0.715976331	0.952662722	0.047337278
Nebraska	6984	York College	Traditional	110	46	64	84	26	0.418181818	0.581818182	0.763636364	0.236363636
Nevada	4137	Clark County School District	Alternative, not IHE-based	488	142	346	263	199	0.290983607	0.709016393	0.569264069	0.430735931
Nevada	4293	Great Basin College	Traditional	16	6	10	15	1	0.375	0.625	0.9375	0.0625
Nevada	4976	Humboldt County School District	Alternative, not IHE-based	3	1	2	3	0	0.333333333	0.666666667	1	0
Nevada	4557	National University	Traditional	66	17	49	38	26	0.257575758	0.742424242	0.59375	0.40625
Nevada	9020	Nevada State College	Traditional	197	27	170	127	64	0.137055838	0.862944162	0.664921466	0.335078534
Nevada	9023	Nova Southeastern University	Traditional	6	3	2	3	5	0.6	0.4	0.375	0.625
Nevada	4863	Sierra Nevada College	Traditional	177	56	121	47	21	0.316384181	0.683615819	0.691176471	0.308823529
Nevada	4863	Sierra Nevada College	Alternative, IHE-based	20	10	10	4	6	0.5	0.5	0.4	0.6
Nevada	4865	Touro University	Traditional	0	0	0	0	0
Nevada	4861	University of Nevada Las Vegas (UNLV)	Traditional	1077	228	849	704	513	0.211699164	0.788300836	0.578471652	0.421528348
Nevada	4861	University of Nevada Las Vegas (UNLV)	Alternative, IHE-based	274	103	171	149	110	0.375912409	0.624087591	0.575289575	0.424710425
Nevada	4844	University of Nevada Reno (UNR)	Traditional	422	76	346	323	99	0.180094787	0.819905213	0.765402844	0.234597156
Nevada	4228	University of Phoenix - NV	Traditional	300	46	254	87	99	0.153333333	0.846666667	0.467741935	0.532258065
Nevada	4230	Washoe County School District	Alternative, not IHE-based	0	0	0	0	0
Nevada	4974	Western Governors University	Traditional	128	26	102	96	32	0.203125	0.796875	0.75	0.25
New Hampshire	3692	ABCTE	Alternative, not IHE-based	13	0	0	0	0
New Hampshire	3694	ANTIOCH UNIVERSITY NEW ENGLAND	Traditional	88	12	76	74	7	0.136363636	0.863636364	0.913580247	0.086419753
New Hampshire	3281	COLBY SAWYER COLLEGE	Traditional	4	0	4	4	0	0	1	1	0
New Hampshire	3351	DARTMOUTH COLLEGE	Traditional	2	0	2	1	1	0	1	0.5	0.5
New Hampshire	3389	FRANKLIN PIERCE UNIVERSITY	Traditional	81	14	67	81	0	0.172839506	0.827160494	1	0
New Hampshire	3640	GRANITE STATE COLLEGE	Traditional	509	91	418	425	24	0.178781925	0.821218075	0.946547884	0.053452116
New Hampshire	3472	KEENE STATE COLLEGE	Traditional	231	40	191	206	11	0.173160173	0.826839827	0.949308756	0.050691244
New Hampshire	3657	NEW ENGLAND COLLEGE	Traditional	203	48	155	145	19	0.236453202	0.763546798	0.884146341	0.115853659
New Hampshire	3668	NEW HAMPSHIRE INSTITUTE OF ART	Traditional	12	2	10	11	1	0.166666667	0.833333333	0.916666667	0.083333333
New Hampshire	7660	NH STATE DEPARTMENT OF EDUCATION	Alternative, not IHE-based	192	81	111	152	13	0.421875	0.578125	0.921212121	0.078787879
New Hampshire	3665	NHTI - Concord's Community College	Traditional	39	10	29	32	0	0.256410256	0.743589744	1	0
New Hampshire	3690	PLYMOUTH STATE UNIVERSITY	Traditional	159	52	107	130	2	0.327044025	0.672955975	0.984848485	0.015151515
New Hampshire	3728	RIVIER UNIVERSITY	Traditional	183	33	150	159	12	0.180327869	0.819672131	0.929824561	0.070175439
New Hampshire	3748	SAINT ANSELM COLLEGE	Traditional	65	4	61	26	3	0.061538462	0.938461538	0.896551724	0.103448276
New Hampshire	3649	SOUTHERN NEW HAMPSHIRE UNIVERSITY	Traditional	658	127	531	438	27	0.193009119	0.806990881	0.941935484	0.058064516
New Hampshire	3918	UNIVERSITY OF NEW HAMPSHIRE	Traditional	173	65	108	152	10	0.375722543	0.624277457	0.938271605	0.061728395
New Hampshire	3630	UPPER VALLEY EDUCATOR INSTITUTE	Traditional	4	1	3	3	1	0.25	0.75	0.75	0.25
New Jersey	2044	Bloomfield College	Traditional	198	39	159	46	137	0.196969697	0.803030303	0.25136612	0.74863388
New Jersey	2072	Caldwell University	Traditional	316	37	153	120	20	0.194736842	0.805263158	0.857142857	0.142857143
New Jersey	2080	Centenary College	Traditional	368	74	294	207	23	0.201086957	0.798913043	0.9	0.1
New Jersey	2090	College of Saint Elizabeth	Traditional	40	3	37	29	4	0.075	0.925	0.878787879	0.121212121
New Jersey	2099	Drew University	Traditional	28	10	18	22	6	0.357142857	0.642857143	0.785714286	0.214285714
New Jersey	2263	Fairleigh Dickinson University	Traditional	282	54	228	200	82	0.191489362	0.808510638	0.709219858	0.290780142
New Jersey	2321	Felician College	Traditional	124	18	106	66	32	0.14516129	0.85483871	0.673469388	0.326530612
New Jersey	2274	Georgian Court Univeristy	Traditional	143	27	116	106	18	0.188811189	0.811188811	0.85483871	0.14516129
New Jersey	2517	Kean University	Traditional	2285	645	1640	1147	971	0.282275711	0.717724289	0.541548631	0.458451369
New Jersey	2416	Monmouth University	Traditional	403	65	338	363	40	0.161290323	0.838709677	0.900744417	0.099255583
New Jersey	2416	Monmouth University	Alternative, IHE-based	9	1	8	5	3	0.111111111	0.888888889	0.625	0.375
New Jersey	2520	Montclair State University	Traditional	1101	267	834	640	339	0.242506812	0.757493188	0.653728294	0.346271706
New Jersey	2516	New Jersey City University	Traditional	427	67	360	137	258	0.156908665	0.843091335	0.346835443	0.653164557
New Jersey	2516	New Jersey City University	Alternative, IHE-based	92	29	63	64	20	0.315217391	0.684782609	0.761904762	0.238095238
New Jersey	7666	NJ Department of Education Alternate Route	Alternative, not IHE-based	1935	591	1328	1144	580	0.307972903	0.692027097	0.663573086	0.336426914
New Jersey	2672	Princeton University	Traditional	58	20	38	31	27	0.344827586	0.655172414	0.534482759	0.465517241
New Jersey	2884	Ramapo College	Traditional	160	46	114	129	19	0.2875	0.7125	0.871621622	0.128378378
New Jersey	2978	RELAY Graduate School of Education	Alternative, IHE-based	68	49	18	12	43	0.731343284	0.268656716	0.218181818	0.781818182
New Jersey	2758	Rider University	Traditional	720	142	578	575	137	0.197222222	0.802777778	0.80758427	0.19241573
New Jersey	2515	Rowan University	Traditional	859	172	691	709	132	0.199304751	0.800695249	0.843043995	0.156956005
New Jersey	2092	Rutgers University - Camden	Traditional	73	16	57	43	7	0.219178082	0.780821918	0.86	0.14
New Jersey	2765	Rutgers University - New Brunswick	Traditional	252	74	178	187	61	0.293650794	0.706349206	0.754032258	0.245967742
New Jersey	2512	Rutgers University - Newark	Traditional	23	8	15	9	13	0.347826087	0.652173913	0.409090909	0.590909091
New Jersey	2806	Saint Peters University	Traditional	221	53	168	70	134	0.239819005	0.760180995	0.343137255	0.656862745
New Jersey	2811	Seton Hall University	Traditional	331	42	289	231	100	0.126888218	0.873111782	0.697885196	0.302114804
New Jersey	2889	Stockton University	Traditional	157	37	120	134	19	0.23566879	0.76433121	0.875816993	0.124183007
New Jersey	2519	The College of New Jersey	Traditional	658	129	529	498	115	0.196048632	0.803951368	0.812398042	0.187601958
New Jersey	2518	William Paterson University	Traditional	562	142	420	414	161	0.252669039	0.747330961	0.72	0.28
New Mexico	34	Central New Mexico Community College	Alternative, IHE-based	375	145	230	232	166	0.386666667	0.613333333	0.582914573	0.417085427
New Mexico	03	Eastern New Mexico University	Traditional	163	43	120	81	82	0.263803681	0.736196319	0.496932515	0.503067485
New Mexico	03	Eastern New Mexico University	Alternative, IHE-based	236	54	182	161	75	0.228813559	0.771186441	0.68220339	0.31779661
New Mexico	04	New Mexico Highlands University	Traditional	473	88	385	150	285	0.186046512	0.813953488	0.344827586	0.655172414
New Mexico	38	New Mexico Junior College	Alternative, IHE-based	37	5	32	14	21	0.135135135	0.864864865	0.4	0.6
New Mexico	06	New Mexico State University	Traditional	401	105	296	145	242	0.261845387	0.738154613	0.374677003	0.625322997
New Mexico	06	New Mexico State University	Alternative, IHE-based	63	23	40	27	36	0.365079365	0.634920635	0.428571429	0.571428571
New Mexico	28	Northern New Mexico College	Traditional	53	10	43	3	10	0.188679245	0.811320755	0.230769231	0.769230769
New Mexico	28	Northern New Mexico College	Alternative, IHE-based	32	7	25	17	15	0.21875	0.78125	0.53125	0.46875
New Mexico	31	San Juan College	Alternative, IHE-based	65	29	36	34	31	0.446153846	0.553846154	0.523076923	0.476923077
New Mexico	29	Santa Fe  Community College	Alternative, IHE-based	357	103	254	227	125	0.288515406	0.711484594	0.644886364	0.355113636
New Mexico	07	University of New Mexico	Traditional	470	118	352	158	301	0.25106383	0.74893617	0.34422658	0.65577342
New Mexico	07	University of New Mexico	Alternative, IHE-based	148	43	105	85	60	0.290540541	0.709459459	0.586206897	0.413793103
New Mexico	09	University of Phoenix - NM	Traditional	127	31	96	10	50	0.244094488	0.755905512	0.166666667	0.833333333
New Mexico	02	University of the Southwest	Traditional	409	84	325	181	175	0.205378973	0.794621027	0.508426966	0.491573034
New Mexico	10	Wayland Baptist University	Traditional	42	9	33	22	19	0.214285714	0.785714286	0.536585366	0.463414634
New Mexico	11	Western Governors University - NM	Traditional	24	5	19	18	6	0.208333333	0.791666667	0.75	0.25
New Mexico	08	Western New Mexico University	Traditional	148	38	110	76	72	0.256756757	0.743243243	0.513513514	0.486486486
New Mexico	08	Western New Mexico University	Alternative, IHE-based	25	6	19	13	12	0.24	0.76	0.52	0.48
New York	300	Adelphi University	Traditional	401	82	319	264	155	0.204488778	0.795511222	0.630071599	0.369928401
New York	300	Adelphi University	Alternative, IHE-based	0	0	0	0	0
New York	305	Alfred University - Main	Traditional	12	0	12	11	1	0	1	0.916666667	0.083333333
New York	310	Bank Street College of Ed.	Traditional	381	33	348	260	108	0.086614173	0.913385827	0.706521739	0.293478261
New York	310	Bank Street College of Ed.	Alternative, IHE-based	1	0	1	0	1	0	1	0	1
New York	312	Bard College	Traditional	22	8	14	20	4	0.363636364	0.636363636	0.833333333	0.166666667
New York	312	Bard College	Alternative, IHE-based	3	1	2	3	0	0.333333333	0.666666667	1	0
New York	315	Barnard College	Traditional	17	2	14	16	1	0.125	0.875	0.941176471	0.058823529
New York	320	Boricua College	Traditional	149	10	139	3	146	0.067114094	0.932885906	0.020134228	0.979865772
New York	375	Canisius College of Buffalo	Traditional	239	68	171	177	28	0.284518828	0.715481172	0.863414634	0.136585366
New York	377	Cazenovia College	Traditional	69	7	62	39	7	0.101449275	0.898550725	0.847826087	0.152173913
New York	380	Colgate University	Traditional	6	2	4	0	6	0.333333333	0.666666667	0	1
New York	385	College of Mt. St. Vincent	Traditional	46	4	42	17	29	0.086956522	0.913043478	0.369565217	0.630434783
New York	390	College of New Rochelle - Main	Traditional	130	14	116	69	83	0.107692308	0.892307692	0.453947368	0.546052632
New York	390	College of New Rochelle - Main	Alternative, IHE-based	0	0	0	0	0
New York	395	College of St. Rose	Traditional	632	108	524	514	83	0.170886076	0.829113924	0.860971524	0.139028476
New York	405	Concordia College	Traditional	93	10	83	53	56	0.107526882	0.892473118	0.486238532	0.513761468
New York	330	CUNY Brooklyn College	Traditional	2089	508	1581	630	1197	0.243178554	0.756821446	0.344827586	0.655172414
New York	330	CUNY Brooklyn College	Alternative, IHE-based	249	81	168	117	108	0.325301205	0.674698795	0.52	0.48
New York	335	CUNY City College	Traditional	1178	222	954	60	611	0.18877551	0.81122449	0.089418778	0.910581222
New York	335	CUNY City College	Alternative, IHE-based	247	65	180	2	35	0.265306122	0.734693878	0.054054054	0.945945946
New York	340	CUNY College of Staten Island	Traditional	722	112	609	324	123	0.155339806	0.844660194	0.724832215	0.275167785
New York	355	CUNY Herbert H. Lehman College	Traditional	924	238	686	320	528	0.257575758	0.742424242	0.377358491	0.622641509
New York	355	CUNY Herbert H. Lehman College	Alternative, IHE-based	30	7	23	13	21	0.233333333	0.766666667	0.382352941	0.617647059
New York	350	CUNY Hunter College	Traditional	2065	368	1697	1176	834	0.178208232	0.821791768	0.585074627	0.414925373
New York	350	CUNY Hunter College	Alternative, IHE-based	236	68	168	133	102	0.288135593	0.711864407	0.565957447	0.434042553
New York	360	CUNY Medgar Evers College	Traditional	267	12	109	0	121	0.099173554	0.900826446	0	1
New York	362	CUNY NYC College of Technology	Traditional	143	83	60	27	108	0.58041958	0.41958042	0.2	0.8
New York	365	CUNY Queens College	Traditional	2552	651	1901	855	1166	0.255094044	0.744905956	0.423057892	0.576942108
New York	365	CUNY Queens College	Alternative, IHE-based	1	0	1	0	1	0	1	0	1
New York	370	CUNY York College	Traditional	213	28	113	16	197	0.19858156	0.80141844	0.075117371	0.924882629
New York	430	D'Youville College	Traditional	169	56	113	127	33	0.331360947	0.668639053	0.79375	0.20625
New York	415	Daemen College	Traditional	78	9	69	66	14	0.115384615	0.884615385	0.825	0.175
New York	415	Daemen College	Alternative, IHE-based	138	22	116	133	5	0.15942029	0.84057971	0.963768116	0.036231884
New York	420	Dominican College of Blauvelt	Traditional	114	18	96	58	35	0.157894737	0.842105263	0.623655914	0.376344086
New York	425	Dowling College Oakdale	Traditional	920	296	624	356	134	0.32173913	0.67826087	0.726530612	0.273469388
New York	426	Dowling College-Brookhaven Campus	Traditional	0	0	0	0	0
New York	435	Elmira College	Traditional	110	15	95	100	10	0.136363636	0.863636364	0.909090909	0.090909091
New York	440	Five Towns College	Traditional	47	24	23	25	22	0.510638298	0.489361702	0.531914894	0.468085106
New York	445	Fordham Univ. Lincoln Ctr/Rose Hill	Traditional	160	27	133	20	22	0.16875	0.83125	0.476190476	0.523809524
New York	445	Fordham Univ. Lincoln Ctr/Rose Hill	Alternative, IHE-based	114	26	88	4	31	0.228070175	0.771929825	0.114285714	0.885714286
New York	447	Fordham University - Westchester Campus	Traditional	0	0	0	0	0
New York	455	Hartwick College	Traditional	23	4	19	22	1	0.173913043	0.826086957	0.956521739	0.043478261
New York	460	Hobart and William Smith Colleges	Traditional	81	13	68	63	9	0.160493827	0.839506173	0.875	0.125
New York	465	Hofstra University - Main	Traditional	454	115	339	303	127	0.253303965	0.746696035	0.704651163	0.295348837
New York	465	Hofstra University - Main	Alternative, IHE-based	0	0	0	0	0
New York	470	Houghton College	Traditional	84	21	63	75	8	0.25	0.75	0.903614458	0.096385542
New York	475	Iona College - New Rochelle	Traditional	111	21	90	83	20	0.189189189	0.810810811	0.805825243	0.194174757
New York	480	Iona College - Rockland	Traditional	0	0	0	0	0
New York	485	Ithaca College	Traditional	385	137	248	289	64	0.355844156	0.644155844	0.818696884	0.181303116
New York	490	Keuka College	Traditional	91	14	77	91	13	0.153846154	0.846153846	0.875	0.125
New York	510	L.I.U. - Brentwood	Traditional	67	6	61	52	9	0.089552239	0.910447761	0.852459016	0.147540984
New York	505	L.I.U. - Brooklyn	Traditional	156	13	143	30	127	0.083333333	0.916666667	0.191082803	0.808917197
New York	505	L.I.U. - Brooklyn	Alternative, IHE-based	359	90	269	149	210	0.250696379	0.749303621	0.415041783	0.584958217
New York	515	L.I.U. - C.W. Post	Traditional	520	91	429	341	101	0.175	0.825	0.771493213	0.228506787
New York	519	L.I.U. - Riverhead	Traditional	36	5	31	28	4	0.138888889	0.861111111	0.875	0.125
New York	520	L.I.U. - Rockland	Traditional	33	6	26	17	5	0.1875	0.8125	0.772727273	0.227272727
New York	530	L.I.U. - Westchester	Traditional	59	17	42	53	11	0.288135593	0.711864407	0.828125	0.171875
New York	500	Le Moyne College	Traditional	501	116	385	401	48	0.231536926	0.768463074	0.893095768	0.106904232
New York	535	Manhattan College	Traditional	300	68	232	239	61	0.226666667	0.773333333	0.796666667	0.203333333
New York	540	Manhattanville College	Traditional	600	192	408	255	89	0.32	0.68	0.74127907	0.25872093
New York	545	Marist College	Traditional	338	60	278	276	45	0.177514793	0.822485207	0.859813084	0.140186916
New York	560	Medaille College	Traditional	107	38	69	55	28	0.355140187	0.644859813	0.662650602	0.337349398
New York	565	Mercy College - Bronx	Traditional	155	12	143	30	133	0.077419355	0.922580645	0.18404908	0.81595092
New York	570	Mercy College - Main	Traditional	373	35	338	246	150	0.09383378	0.90616622	0.621212121	0.378787879
New York	576	Mercy College - Manhattan Campus	Traditional	19	2	17	4	16	0.105263158	0.894736842	0.2	0.8
New York	575	Mercy College - Yorktown Hgts.	Traditional	46	9	37	35	13	0.195652174	0.804347826	0.729166667	0.270833333
New York	577	Metropolitan College of New York	Traditional	19	3	16	0	14	0.157894737	0.842105263	0	1
New York	580	Molloy College	Traditional	602	133	469	489	105	0.220930233	0.779069767	0.823232323	0.176767677
New York	856	Monroe College	Traditional	147	14	133	5	140	0.095238095	0.904761905	0.034482759	0.965517241
New York	585	Mount St. Mary College	Traditional	331	59	272	259	51	0.178247734	0.821752266	0.835483871	0.164516129
New York	590	Nazareth College of Rochester	Traditional	328	66	262	254	51	0.201219512	0.798780488	0.832786885	0.167213115
New York	605	New York Institute of Technology - Old Westbury	Traditional	22	5	17	8	14	0.227272727	0.772727273	0.363636364	0.636363636
New York	859	New York Medical College	Traditional	35	0	35	30	5	0	1	0.857142857	0.142857143
New York	610	New York University - Main	Traditional	522	50	447	379	303	0.100603622	0.899396378	0.555718475	0.444281525
New York	615	Niagara University	Traditional	274	41	233	209	26	0.149635036	0.850364964	0.889361702	0.110638298
New York	600	NY Inst. of Tech. - Manhattan	Traditional	4	0	4	2	2	0	1	0.5	0.5
New York	620	Nyack College	Traditional	59	3	56	37	23	0.050847458	0.949152542	0.616666667	0.383333333
