School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,5,207,270,82,39,48,651,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Intellectual disability,0,0,4,114,156,39,11,8,332,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Intellectual disability,24,35,25,26,13,12,11,3,149,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Intellectual disability,-,-,-,-,-,-,0,200,200,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Intellectual disability,0,0,1,93,114,43,28,40,319,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Intellectual disability,3,15,29,244,314,109,62,256,1032,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Intellectual disability,27,52,60,272,328,122,73,260,1194,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Intellectual disability,0,2,6,2,1,1,0,1,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Multiple disabilities,2,1,0,2,2,0,1,1,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Multiple disabilities,1,3,11,10,9,5,2,1,42,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,3,103,72,23,11,13,225,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Multiple disabilities,0,0,3,86,59,13,3,4,168,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Multiple disabilities,10,7,5,7,6,0,1,1,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,2,83,85,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Multiple disabilities,0,0,0,17,13,10,8,9,57,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Multiple disabilities,3,4,14,115,83,28,16,98,361,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Multiple disabilities,16,17,19,126,89,28,17,99,411,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Multiple disabilities,3,6,0,4,0,0,0,0,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Orthopedic impairment,0,0,0,1,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,9,10,1,1,0,21,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Orthopedic impairment,0,0,0,8,9,1,0,0,18,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Orthopedic impairment,0,3,0,0,0,0,1,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Orthopedic impairment,0,0,0,1,1,0,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Orthopedic impairment,0,0,0,10,11,1,1,1,24,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Orthopedic impairment,3,7,2,11,11,1,2,1,38,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Orthopedic impairment,3,4,2,1,0,0,0,0,10,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Other health impairment,0,1,1,2,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Other health impairment,8,33,70,74,49,18,3,0,255,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,15,973,378,35,5,2,1408,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Other health impairment,0,0,12,959,361,32,4,0,1368,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Other health impairment,54,63,55,37,16,3,0,0,228,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,7,7,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Other health impairment,0,0,3,14,17,3,1,2,40,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Other health impairment,8,34,86,1049,427,53,8,9,1674,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Other health impairment,128,155,214,1110,446,58,8,10,2129,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Other health impairment,66,58,73,24,3,2,0,1,227,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Specific learning disability,0,0,0,0,2,1,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Specific learning disability,23,74,124,148,119,53,17,7,565,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,29,1873,1252,169,29,8,3360,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Specific learning disability,0,0,28,1847,1218,153,24,7,3277,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Specific learning disability,129,120,115,94,35,9,6,1,509,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,5,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Specific learning disability,0,0,1,26,34,16,5,1,83,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Specific learning disability,23,74,153,2021,1373,223,46,20,3933,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Specific learning disability,372,427,490,2184,1421,233,53,22,5202,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Specific learning disability,220,233,222,69,13,1,1,1,760,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Speech or language impairment,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Speech or language impairment,5,11,27,31,16,6,1,1,98,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,8,395,257,40,5,3,708,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Speech or language impairment,0,0,7,384,243,36,4,0,674,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Speech or language impairment,23,24,21,11,10,3,0,0,92,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,5,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Speech or language impairment,0,0,1,11,14,4,1,3,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Speech or language impairment,5,11,35,426,274,46,6,9,812,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Speech or language impairment,136,119,98,459,286,50,7,9,1164,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Speech or language impairment,108,84,42,22,2,1,1,0,260,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Traumatic brain injury,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Traumatic brain injury,8,7,15,17,13,5,1,1,67,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,4,364,206,21,6,4,605,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Traumatic brain injury,0,0,2,356,194,20,4,0,576,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Traumatic brain injury,16,25,19,10,3,1,1,0,75,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,30,30,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Traumatic brain injury,0,0,2,8,12,1,2,4,29,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Traumatic brain injury,8,7,19,382,219,26,7,35,703,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Traumatic brain injury,59,54,67,396,222,27,8,36,869,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Traumatic brain injury,35,22,29,4,0,0,0,1,91,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Died,Visual impairment,1,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Dropped out,Visual impairment,0,2,1,1,0,1,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,26,9,0,2,3,40,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Graduated with regular high school diploma,Visual impairment,0,0,0,25,8,0,2,1,36,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,"Moved, known to be continuing",Visual impairment,3,2,0,1,1,0,1,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Received a certificate,Visual impairment,0,0,0,1,1,0,0,2,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting school,Visual impairment,1,2,1,27,9,1,2,4,47,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Total exiting special education,Visual impairment,4,6,2,28,10,1,3,4,58,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MASSACHUSETTS,Transferred to regular education,Visual impairment,0,2,1,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,All Disabilities,4,10,6,11,9,1,3,3,47,0,1,1,16,0,28,1,30,17,1,46
2013-2014,MICHIGAN,Dropped out,All Disabilities,101,286,551,894,854,427,212,89,3414,231,56,11,1110,2,1920,84,2331,1083,78,3336
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,1,20,4389,3954,660,170,66,9260,493,79,73,1767,5,6655,188,5758,3502,282,8978
2013-2014,MICHIGAN,Graduated with regular high school diploma,All Disabilities,0,1,16,4142,3536,513,109,26,8343,433,64,68,1598,5,6015,160,5191,3152,247,8096
2013-2014,MICHIGAN,"Moved, known to be continuing",All Disabilities,1078,2288,2315,1934,1189,371,117,77,9369,571,128,38,2693,7,5663,269,6086,3283,248,9121
2013-2014,MICHIGAN,Reached maximum age,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,All Disabilities,0,0,4,247,418,147,61,40,917,60,15,5,169,0,640,28,567,350,35,882
2013-2014,MICHIGAN,Total exiting school,All Disabilities,105,297,577,5294,4817,1088,385,158,12721,724,136,85,2893,7,8603,273,8119,4602,361,12360
2013-2014,MICHIGAN,Total exiting special education,All Disabilities,1352,2813,3170,7382,6086,1482,511,240,23036,1354,271,131,5797,15,14905,563,14863,8173,640,22396
2013-2014,MICHIGAN,Transferred to regular education,All Disabilities,169,228,278,154,80,23,9,5,946,59,7,8,211,1,639,21,658,288,31,915
2013-2014,MICHIGAN,Died,Autism,1,0,1,2,0,0,0,1,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Autism,2,7,12,10,21,12,14,8,86,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Autism,0,0,1,326,270,45,19,7,668,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Autism,0,0,1,306,233,21,13,5,579,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Autism,36,98,68,55,73,34,15,10,389,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Autism,0,0,0,20,37,24,6,2,89,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Autism,3,7,14,338,291,57,33,16,759,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Autism,47,114,92,398,366,93,49,26,1185,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Autism,8,9,10,5,2,2,1,0,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Deaf-blindness,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Deaf-blindness,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Deaf-blindness,0,0,1,1,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Deaf-blindness,0,0,1,1,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Emotional disturbance,1,0,1,1,2,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Emotional disturbance,14,62,128,183,151,69,28,11,646,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,1,5,329,263,62,19,8,687,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Emotional disturbance,0,1,4,318,239,51,13,5,631,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Emotional disturbance,283,630,600,422,181,48,17,6,2187,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Emotional disturbance,0,0,1,11,24,11,6,3,56,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Emotional disturbance,15,63,134,513,416,131,47,19,1338,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Emotional disturbance,322,720,774,960,609,180,65,26,3656,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Emotional disturbance,24,27,40,25,12,1,1,1,131,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Hearing impairment,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Hearing impairment,0,2,1,5,5,2,3,1,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,0,82,63,13,3,2,163,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Hearing impairment,0,0,0,81,58,9,2,1,151,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Hearing impairment,14,18,16,14,9,6,0,1,78,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Hearing impairment,0,0,0,1,5,4,1,1,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Hearing impairment,0,2,2,87,68,15,6,3,183,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Hearing impairment,16,27,19,104,77,21,6,4,274,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Hearing impairment,2,7,1,3,0,0,0,0,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Intellectual disability,0,0,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Intellectual disability,9,32,45,72,102,68,58,34,420,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,3,242,419,110,49,30,853,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Intellectual disability,0,0,1,119,206,40,14,2,382,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Intellectual disability,108,204,215,269,238,109,44,44,1231,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Intellectual disability,0,0,2,123,213,70,35,28,471,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Intellectual disability,9,32,48,314,523,178,107,64,1275,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Intellectual disability,119,242,268,591,765,289,153,112,2539,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Intellectual disability,2,6,5,8,4,2,2,4,33,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Multiple disabilities,1,5,0,3,4,1,3,1,18,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Multiple disabilities,0,2,2,2,3,3,11,6,29,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,5,10,5,0,2,22,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Multiple disabilities,6,6,6,7,13,8,7,7,60,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Multiple disabilities,1,7,2,10,17,9,14,9,69,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Multiple disabilities,7,13,8,17,30,17,21,16,129,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Orthopedic impairment,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Orthopedic impairment,0,1,3,1,6,4,2,2,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,1,44,41,9,0,0,95,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Orthopedic impairment,0,0,1,43,34,5,0,0,83,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Orthopedic impairment,5,6,11,9,9,2,1,2,45,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Orthopedic impairment,0,0,0,1,7,4,0,0,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Orthopedic impairment,0,1,4,45,47,13,2,3,115,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Orthopedic impairment,5,8,17,56,56,16,3,5,166,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Orthopedic impairment,0,1,2,2,0,1,0,0,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Other health impairment,1,2,0,2,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Other health impairment,8,32,80,144,124,44,19,3,454,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,2,737,470,69,15,3,1296,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Other health impairment,0,0,2,711,440,63,12,2,1230,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Other health impairment,137,281,297,259,134,44,6,2,1160,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Other health impairment,0,0,0,26,30,6,3,1,66,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Other health impairment,9,34,82,883,594,113,34,6,1755,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Other health impairment,163,337,423,1165,743,162,40,8,3041,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Other health impairment,17,22,44,23,15,5,0,0,126,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Specific learning disability,0,3,2,3,1,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Specific learning disability,64,143,271,466,439,215,72,22,1692,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,5,2467,2315,329,61,14,5191,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Specific learning disability,0,0,4,2409,2230,310,53,10,5016,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Specific learning disability,445,999,1055,852,520,113,25,4,4013,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Specific learning disability,0,0,1,58,85,19,8,4,175,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Specific learning disability,64,146,278,2936,2755,544,133,36,6892,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Specific learning disability,572,1245,1478,3867,3320,667,162,40,11351,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Specific learning disability,63,100,145,79,45,10,4,0,446,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Dropped out,Speech or language impairment,3,5,7,7,0,3,1,0,26,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,2,106,61,11,1,0,181,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Graduated with regular high school diploma,Speech or language impairment,0,0,2,104,60,10,0,0,176,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,"Moved, known to be continuing",Speech or language impairment,41,35,39,28,4,3,0,0,150,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Received a certificate,Speech or language impairment,0,0,0,2,1,1,1,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting school,Speech or language impairment,3,5,9,113,61,14,2,0,207,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Total exiting special education,Speech or language impairment,95,96,77,150,67,19,3,0,507,-,-,-,-,-,-,-,-,-,-,-
2013-2014,MICHIGAN,Transferred to regular education,Speech or language impairment,51,56,29,9,2,2,1,0,150,-,-,-,-,-,-,-,-,-,-,-
